4.0481,5.1400
3.798,4.9535
4.0285,4.9316
3.9612,5.2023
4.3201,5.3352
3.8793,5.1316
4.0649,5.0285
4.0639,5.019
3.9889,5.0887
4.126,5.1526
4.0601,4.9537
4.0642,5.1352
4.0437,5.0873
4.065,5.0133
4.0263,4.9634
4.0795,4.9672
3.9044,4.901
3.7367,4.9593
4.0291,4.9668
4.1226,4.953
3.9909,4.9802
4.0286,5.0341
3.9226,4.9594
3.9853,5.0323
4.0978,5.119
3.9228,4.9663
3.8914,4.8753
3.9994,5.0966
3.9312,4.9891
3.9798,5.0606
3.9026,4.9534
4.0494,5.0943
4.1381,5.0745
3.8666,4.8863
3.905,5.1012
3.9449,5.0198
3.9828,5.0476
3.9316,4.8771
3.8728,4.9673
3.9841,4.9797
4.1269,5.0819
4.0177,5.1093
3.928,5.1981
4.0747,5.0219
4.0193,4.9359
3.8973,4.9553
4.0646,5.1958
3.9404,4.982
3.9926,4.8741
3.9607,4.8669
4.0752,4.9814
4.009,4.97
4.0271,4.9756
4.0438,5.0687
4.1531,5.0643
3.8087,4.8513
4.1212,4.9928
4.086,5.0508
4.1285,4.9402
3.9823,4.9148
4.2601,5.1822
4.1233,4.9947
3.9581,4.9618
4.0982,5.0315
4.0627,4.9016
3.9684,4.9321
3.8589,4.9616
4.0252,5.0147
3.8807,5.0117
4.0313,4.9967
4.002,4.9845
3.8435,4.9037
3.9256,4.9009
3.8966,4.9145
3.8209,4.9714
4.0465,5.022
3.9969,4.948
4.0911,5.0371
3.9361,5.0535
3.9799,4.9527
3.9737,4.9332
3.8998,5.1097
4.1481,5.0935
3.8876,4.889
3.9842,5.0422
3.8809,4.7931
3.8704,4.9563
4.035,5.0461
3.9883,5.1958
3.9574,5.0332
3.8782,4.9679
3.9241,4.9409
4.0494,5.0904
3.9,5.0297
4.059,5.0252
3.9825,4.9775
3.9729,4.9879
4.1946,5.0545
4.1366,5.0978
3.9812,5.0302
3.5183,4.3994
3.5949,4.54
3.5135,4.5526
3.5261,4.4089
3.4838,4.4838
3.4468,4.662
3.4124,4.4431
3.4288,4.376
3.4808,4.4708
3.653,4.4905
3.3936,4.6489
3.6235,4.4895
3.3494,4.4407
3.4844,4.5259
3.4739,4.5415
3.5392,4.3795
3.4052,4.4168
3.4492,4.463
3.5012,4.1987
3.4543,4.6191
3.3933,4.5822
3.535,4.5006
3.5182,4.3461
3.4915,4.6587
3.5098,4.5051
3.4266,4.4896
3.5232,4.5447
3.4627,4.4727
3.7024,4.2955
3.7229,4.5559
3.6,4.3444
3.441,4.4664
3.5423,4.338
3.5472,4.384
3.5066,4.5656
3.5327,4.611
3.6006,4.4453
3.5257,4.4086
3.3678,4.5788
3.5,4.4945
3.5911,4.5683
3.535,4.6279
3.593,4.5332
3.431,4.4283
3.6192,4.3515
3.4976,4.3058
3.602,4.5959
3.5001,4.493
3.2514,4.533
3.2808,4.2473
3.508,4.4064
3.5411,4.5715
3.5858,4.4398
3.5449,4.5145
3.5826,4.5616
3.5898,4.4959
3.4853,4.5988
3.2876,4.4286
3.3729,4.4492
3.5649,4.5886
3.3985,4.443
3.5137,4.4723
3.5302,4.5428
3.407,4.4731
3.2868,4.5926
3.4371,4.3739
3.4746,4.3553
3.4979,4.444
3.7178,4.6351
3.2503,4.5189
3.3602,4.4606
3.5164,4.576
3.4727,4.6541
3.4519,4.5278
3.5665,4.5151
3.5881,4.541
3.4216,4.3125
3.6859,4.4584
3.5103,4.5571
3.5114,4.4111
3.4532,4.4829
3.6479,4.4291
3.5785,4.5386
3.4766,4.3925
3.4716,4.4885
3.3531,4.5044
3.4178,4.4824
3.5336,4.4134
3.4712,4.5319
3.3164,4.5847
3.7424,4.6197
3.4684,4.5395
3.3964,4.6765
3.5941,4.5877
3.4124,4.5231
3.4442,4.4634
3.443,4.3922
3.4091,4.47
3.3301,4.5435
3.4882,4.5684
4.0241,5.0433
3.8673,4.8691
3.96,4.9869
4.101,5.0321
4.1128,5.0865
4.105,5.0605
3.9413,4.8769
4.0139,5.0587
3.9738,4.9527
3.9724,4.9168
3.9559,4.9665
4.1941,4.998
4.0547,5.0343
4.1623,5.1009
4.1614,5.035
4.0471,5.1971
4.0537,5.0644
3.8045,4.8183
3.8711,4.961
4.1315,5.0451
4.0727,5.0708
3.9059,4.9781
3.9327,5.0623
3.9971,5.102
3.962,5.0183
3.9944,4.8693
3.9122,4.9948
3.9951,4.9268
3.944,4.9878
3.9112,5.0173
3.9427,5.0857
3.9034,4.9643
3.864,4.8862
3.9469,4.9989
4.0843,5.0611
3.9666,5.0349
4.0715,5.0433
4.0511,5.0517
3.9117,5.1939
3.9412,4.9324
4.0158,4.9885
3.9882,5.0318
4.0936,5.0343
4.0293,4.9996
4.0205,5.0381
3.9448,4.9898
4.0538,5.0327
4.1547,5.0389
3.9341,4.8564
4.0814,5.0956
3.9929,5.0533
4.0164,5.0266
4.0101,5.0329
4.1991,5.1808
3.8957,4.8305
3.898,4.8798
3.9612,4.97
3.9805,5.0245
4.0348,5.0649
4.1591,5.1569
3.8852,4.7953
4.0807,4.9242
4.006,5.1952
4.1992,5.0952
3.9546,4.9922
4.022,5.0154
3.9456,4.8955
4.0283,4.9292
3.9077,5.038
3.9625,4.9724
4.0805,5.0213
4.0921,5.0242
4.0906,5.0851
3.9809,4.9357
3.9067,4.9363
3.9608,4.9546
4.088,5.0252
4.1023,5.0175
4.087,5.0105
4.0158,5.0693
3.963,4.9538
4.1792,5.1497
3.9614,5.0217
3.9678,5.0285
4.1266,4.9618
4.092,5.1382
4.1942,5.1126
4.0139,4.9287
3.8038,4.8808
4.0638,5.052
4.037,4.982
4.0129,4.9028
3.932,4.9142
4.0465,5.0223
3.8966,4.9477
3.9383,4.927
4.0773,5.0458
4.0356,5.0737
4.0161,5.0429
4.0611,5.1046
3.5476,4.6453
3.5023,4.4955
3.6701,4.4663
3.4997,4.5915
3.515,4.6413
3.6034,4.5394
3.4222,4.5486
3.3617,4.5105
3.5808,4.5293
3.588,4.7117
3.5924,4.5358
3.5642,4.5488
3.3685,4.4454
3.6225,4.5079
3.5582,4.4057
3.5065,4.5604
3.3638,4.521
3.4818,4.4047
3.4962,4.3109
3.2872,4.3616
3.4009,4.3734
3.3275,4.5114
3.3406,4.495
3.5787,4.5076
3.5093,4.4633
3.3517,4.4808
3.5961,4.6826
3.457,4.3338
3.5166,4.5391
3.4773,4.3834
3.7024,4.2855
3.449,4.3634
3.4364,4.5253
3.5138,4.4307
3.5777,4.5697
3.5647,4.4641
3.6049,4.5762
3.7509,4.6309
3.6157,4.5168
3.3712,4.4502
3.4242,4.4363
3.5555,4.4502
3.4105,4.4503
3.4839,4.5391
3.4047,4.522
3.5078,4.6326
3.4787,4.4845
3.3829,4.3505
3.5311,4.4783
3.5504,4.4162
3.6909,4.5312
3.6047,4.4879
3.4837,4.567
3.5556,4.3941
3.3467,4.3754
3.3584,4.4918
3.4589,4.4593
3.3639,4.564
3.5439,4.4955
3.6021,4.4233
3.5415,4.5388
3.5349,4.4309
3.5327,4.452
3.4104,4.3713
3.6038,4.4262
3.4827,4.378
3.4703,4.1754
3.3913,4.3472
3.3986,4.4686
3.4675,4.6902
3.4428,4.4694
3.3431,4.4368
3.3662,4.4896
3.5853,4.5488
3.4299,4.3308
3.646,4.7186
3.5121,4.4027
3.6198,4.453
3.453,4.5835
3.3615,4.2915
3.5421,4.5441
3.5095,4.5504
3.6082,4.6074
3.4431,4.5749
3.5173,4.4514
3.3807,4.5524
3.4646,4.5011
3.4207,4.3378
3.5172,4.4955
3.6199,4.5918
3.6053,4.436
3.4064,4.3644
3.5498,4.7825
3.5728,4.4304
3.5837,4.3961
3.3576,4.5571
3.4222,4.5237
3.6407,4.554
3.593,4.3495
3.5662,4.7194
3.0541,3.3521
2.9797,3.4482
3.0383,3.5448
3.0405,3.4679
2.9401,3.4353
3.0854,3.3242
2.9793,3.5248
2.9347,3.541
2.9929,3.4059
3.0161,3.4749
2.959,3.4251
3.1961,3.3169
2.9602,3.4419
2.9088,3.5558
2.9266,3.5464
3.0976,3.4941
3.0278,3.5664
2.9919,3.553
2.8737,3.5979
2.901,3.3081
3.1384,3.5076
3.0449,3.4683
2.8979,3.184
3.0626,3.4777
2.9803,3.5384
2.8581,3.4132
3.1147,3.571
2.8719,3.268
2.9429,3.5156
3.0942,3.5187
2.8878,3.5192
2.8828,3.3927
2.9346,3.3711
2.9729,3.4077
2.9714,3.4511
2.959,3.4458
3.1233,3.5731
3.1959,3.3546
2.8374,3.2883
3.2605,3.6228
3.0257,3.4056
2.8854,3.543
3.1565,3.3472
2.9551,3.4871
2.8008,3.5638
2.9585,3.6861
2.9609,3.5368
2.8858,3.4264
2.8831,3.5274
3.1302,3.454
3.0436,3.4542
3.0102,3.62
3.012,3.398
2.9143,3.4745
2.9808,3.4119
3.0181,3.6278
2.9749,3.4771
2.7798,3.4009
2.8607,3.4476
3.0526,3.6568
3.1798,3.5064
2.968,3.5781
3.049,3.581
3.0778,3.3605
3.054,3.4963
2.924,3.4234
3.1281,3.4322
2.8763,3.509
